@relation train

@attribute Document string
@attribute NumberOfNouns numeric
@attribute NumberOfVerbs numeric
@attribute NumberOfPronouns numeric
@attribute TweetLength numeric
@attribute NumberOfWords numeric
@attribute NumberOfHashTag numeric
@attribute Class {1, 0}

@data
"RICEVO FOLLOWERS 9524! http://t.co/gCqVdKlSSK ✈ # boulderflood, # BestRapper, # initialsofsomeonespecial, # cowx, # music http://t.co/cK3Ubq0KFx","5","5","1","146","16","5","0"
"RT @wcnc: #Photos: collasso della fabbrica del Bangladesh: http://t.co/57Yhn4uga5","5","3","0","81","12","1","1"
"pensando a tutti in CO RT! @GlutenFreeDee Il primo passo: dicci che hai bisogno #GlutenFree Food #COFlood #Celiac #GF http://t.co/dSEBLFEnC3","11","5","2","140","23","4","0"
"RT @BBCWorld: 12 milioni di persone a rischio mentre Typhoon #Haiyan colpisce le Filippine, avvertono le autorità. Copertura LIVE http://t.co/RKW0IXOL6o #Yolanda","14","3","0","162","24","2","1"
"RT @Polyvinyl: il nuovo album di Grab @ sslyby per soli $ 1, parte di una grande causa per le vittime del tifone filippino http://t.co/fbQUxtWD7X http: //t....","11","1","0","159","28","0","1"
"L&#39;incendio spontaneo del Colorado distrugge centinaia di case: i funzionari di Colorado Springs hanno detto che centinaia di case hanno ... http://t.co/tlNvXX9M","10","3","0","164","26","0","1"
"RT @ Y7News: Due ragazze accusate deliberatamente di accendere il fuoco a Sydney. http://t.co/RBTfSFHTFA","5","2","0","104","16","0","1"
"RT @ ABC7: #LAX UPDATE: Ground stop emesso per tutti i voli in arrivo o in partenza da LAX http://t.co/u5lTveArpy via @ ABC7Alysha","14","2","0","130","24","1","0"
"Whoa. Questo è pazzesco! http://t.co/UFwzJYx6 Brisbane River #bigwet #auspol #bigwet Queensland Gold Coast","7","5","1","107","15","3","0"
"#Bangladesh ospiterà ICC T20 Worldcup 2014 dal 16 marzo al 6 aprile","7","2","0","68","12","1","0"
"RT @MolksTVTalk: Eerily si sente molto simile a due anni fa. #bigwet","3","2","1","68","12","1","0"
"RT @AP: MORE: Polizia in Bangladesh dice che 610 corpi sono stati recuperati dal crollo della costruzione di indumenti: http://t.co/0i6p7Q9PnJ -KM","9","4","0","146","24","0","1"
"RT @ therealavar25: &quot;@Filipino_probs: Paul Walker ha partecipato a un evento di carità per le vittime del tifone Haiyan al suo passaggio. Riposa io ...","10","1","2","157","24","0","1"
"Ce ne sono molte su Louisville, sono d&#39;accordo ... http://t.co/AANVtyuU #Colorado #realestate #property #invest http://t.co/BYQJQzEA","4","6","3","136","22","4","0"
"6 ore fino alla partenza del mio aereo grazie al signore #pleasegobyfast. #byebye #Colorado","6","3","0","91","14","3","0"
"Oh Dio. RT @mariancw: Una foto devastante dalla fabbrica del Bangladesh crolla. Ti scuoterà: http://t.co/g1nz3CbB8X","6","1","1","116","18","0","1"
"I prezzi locali in roaming - quelli per gli utenti di #mobile - non hanno registrato grandi fluttuazioni con l&#39;arrivo di #Movistar e Claro ... # CostaRica ...","8","3","1","162","25","3","0"
"Nagawa pang mag BASKET BALL! Disclaimer: le foto non sono mie! Cto L&#39;ho ottenuto da instagram con l&#39;hashtag #Maring http://t.co/6amVLKYgTm","11","3","0","146","27","1","0"
"RT @Fake_PMLee: Worst #SGHaze di sempre. Grandine di pietre in Occidente. L&#39;Indonesia si scusa. Non so voi ragazzi ma sto salendo sull&#39;Arca ...","8","5","2","151","26","1","1"
"Yikes !!! Vorrei non aver visto Armageddon questa settimana. #russia #crazy #meteor #prayers","4","4","1","92","12","4","1"
"RT @byers_brian: Round 2 del nostro omaggio #WorldSeries. RT se vuoi entrare per vincere tix alla partita 4. #RedOctober #CardinalNation #Cardinals","9","8","0","147","21","4","0"
"http://t.co/xNSX95xL #bigwet #WLeagueGF Ora questo è davvero dannatamente sexy","4","1","1","79","11","2","0"
"Difficile immaginare 19.000 case distrutte. #Coloradoflood","2","3","0","58","7","1","1"
"Conferenza della polizia nei prossimi 30 minuti da Glasgow Sheriff Court # Clutha","7","1","0","81","12","1","0"
"285 morti in Bangladesh: il bilancio delle vittime del crollo dell&#39;edificio vicino alla capitale del Bangladesh di Dha ... http://t.co/3dhiBK5PuO","8","2","0","149","24","0","1"
"Copertura a rotazione di #nswfires onair e online - http://t.co/Xv3MmiX8Cf","5","1","0","74","12","1","1"
"RT @Naamannn: &quot;@ 6shotRugaRell_: A la Chels! È twerking per #RedOctober @call_me_CHELSS &quot;#JustWaitOnIt","5","2","0","113","13","1","0"
"Non c&#39;è &quot;ground zero&quot;: aiuta tutti! http://t.co/WRtdKPMagG #Haiyan #YolandaPH #ReliefPH #DT @operationSAFE","9","3","1","121","18","4","1"
"Wow un&#39;altra sparatoria in un aeroporto di LA","4","0","0","49","10","0","1"
"&quot;@AngeloGuligado:&quot; @ANCALERTS: Si prega di fare attenzione a questo falso tweet di maratona di Boston 2/2: http://t.co/H7QKY26pmb &quot;&quot; #bostonmarathon","7","4","1","168","26","1","0"
"# terremoto # M 2.5, Alaska meridionale: sabato 8 settembre 2012 23:27:54 UTCSaturday, 8 settembre 2012 03:27 ... http://t.co/FyHRh9T4","6","2","0","134","23","2","0"
"RT @STcom: Ministro Vivian: #sghaze NEA per inviare domani una delegazione in Indonesia, è necessaria un&#39;azione concreta","8","3","1","125","18","1","1"
"RT @gmanews: I venti da uragano colpiscono il Regno Unito e si avvicinano all&#39;Europa: BERLIN / LONDON -... http://t.co/5CZbWykFP2 #news #filippine","10","5","1","150","24","2","0"
"#yeezus #trill #traplord #ysl #redoctober #louboutin #coco #swoosh #lafayette #tisci #margiela #alexanderwang ... http://t.co/Z8vq4zPAAh","5","14","0","136","16","12","0"
"Notizie: Glasgow. | ... le 10 vittime dell&#39;arresto dell&#39;elicottero di Glasgow: spera che il pub rinato sarà &quot;un focus f ... http://t.co/sB61N6u9It","9","3","0","160","27","0","1"
"Bgy mali @SanMateoRizal, la città vicino a Montalban (Rodriguez Rizal) ha un disperato bisogno di aiuto. Pls contatta Romina Alfonso 09228440677 #rescueph","10","3","0","155","22","1","1"
"AVVISO DI EMERGENZA - #rfsnsw mantiene avvisi di emergenza per Bell, Dargan, Clarence e Bilpin http://t.co/QfMJpfZzjX #nswfires","7","3","0","127","19","2","1"
"Il Texas Fertilizer Plant aveva l&#39;ultima ispezione OSHA nel 1985 http://t.co/aE3MCv5MRp","6","1","0","91","16","0","0"
"Il fuoco Flagstaff è una cresta di distanza dall&#39;entrare a Boulder. :( http://t.co/oO8BGkgD","7","2","0","96","16","0","1"
"@wwe #RAW sarà a 25 minuti da adesso .... #Preparazioni per stasera .. Sono ancora su Super Typhoon #Bopha situazione - come Michael","10","4","0","133","20","3","0"
"RT @PHLNewsOnline: [ANC] PAGASA Consulenza 4: Avviso verde per Metro Manila. Piogge moderatamente intense nelle prossime 3 ore. Minaccia di inondazioni ... h ...","10","3","0","161","22","0","1"
"Quando la maratona di Boston è stata bombardata mi ha davvero fatto pensare, mi sono chiesto perché? Caro Signore, perché non c&#39;era nessuno dei miei # exgf in quella gara !?","5","6","3","180","30","1","1"
"RT @ABCCentralWest: aggiornamento RFS 1105: i venti stanno aumentando. Alcuni bombardamenti aerei in elicottero sono stati sospesi a causa di forti venti. #nswfires","9","3","0","164","23","1","1"
"Nuovo #Earthquake M 3.2, California settentrionale: domenica 16 settembre 2012 18:53:02 UTC domenica 16 settembre 2012 11 ... http://t.co/h9qY99UF","9","1","0","146","24","1","0"
"RT @BestVineViD: iPhone 5S Best Features #coflood | Insidioso 2 | #Mayweather | Booty Colorado | Wisconsin | #TheOne http://t.co/xA7pLLlkbn","14","3","0","139","18","3","0"
"Con lo sbarco in Russia, credo che l&#39;evasione meteorica olimpica dovrebbe essere un evento.","4","2","0","95","16","0","0"
"RT @Joweeel: una preghiera per tutto il popolo di Metro Manila #flood","5","1","0","69","12","1","1"
"&quot;@DeepFriedMan: Quel momento imbarazzante in cui i dimostranti EFF e #RedOctober si rendono conto di avere dei guardaroba abbinati.&quot; Hahaha","8","3","2","149","22","1","0"
"RT @iamsuperbianca: come aiutare chi è affetto da #PabloPH. per favore spargere la voce. #SagipKapamilya http://t.co/pAkSjF26","5","6","1","126","18","2","1"
"@andy_mcmath @ Eurosceptic1 Oggi tutto sembra poco importante #Clutha","3","2","1","69","8","1","0"
"Grazie Pretty Girls: ** #YolandaPH http://t.co/h1rJfWPvxO","4","2","0","57","8","1","0"
"RT @smh: Jittery pets prende il sopravvento su Penrith Stadium mentre i proprietari evacuano: http://t.co/BhWlra2hVF. Foto di @mearesy #nswfires http://t.co/2ozPtG...","11","2","0","166","26","1","0"
"Fuoriuscite di petrolio, inondazioni, ponti aerei in Colorado: gli sforzi sono proseguiti venerdì per far fronte alle conseguenze delle inondazioni che sono ... http://t.co/Z4viy8KwWS","10","4","1","184","26","0","1"
"Non puoi sostenere #RedOctober mr white man se la tua cameriera / cuoca / aiutante è nera lei avvelena il cibo ti rinfresca","5","6","2","124","20","1","0"
"Inondazioni in Colorado: centinaia ancora mancanti - BBC News http://t.co/qiUNBCpoGw","5","0","0","84","12","0","1"
"Ultime notizie: le città Qld si preparano per le alluvioni - di nuovo - Herald Sun http://t.co/3i9LzBCG","6","1","1","104","18","0","1"
"【#USGS #alert】 M 1.3, California settentrionale: 20 settembre 2012 08:14:53 GMT http://t.co/l8RF4PJN #earthquake #tsunami #prayfromjapan","9","2","0","140","21","4","0"
"RT @DavidFox_Canada: Lac-Mégantic non va bene per i gasdotti: è un male per il petrolio, periodo: Andrew Leach http://t.co/91Bvj3zoRK #cdnpoli","11","2","0","144","24","1","0"
"Questo mi ha fatto piangere un po &#39;perché è tristemente vero .. http://t.co/TjX8s6Si #qldfloods","3","4","2","101","16","1","0"
"Le mie più sentite condoglianze a coloro che sono stati colpiti dal tifone Haiyan. Resta forte e Dio benedica. http://t.co/BSU2auJUhk","4","4","2","134","23","0","1"
"Ripubblicare. Salvare. #FloodPh #PrayForThePhilippines #Heavy #Rainfall #photooftheday #MetroManila http://t.co/qs5MolB0r3","5","7","0","122","12","6","0"
"Potente terremoto di magnitudo 7.6 colpisce Costa Rica, due morti: SAN JOSE, Costa Rica (Reuters) - Un potente terremoto ... http://t.co/I9VkFGdB","11","2","0","145","23","0","1"
"RT @ TheOrlandoJones: Chappelle ha visto arrivare. Questo è tutto ciò che sto dicendo. #Meteor http://t.co/p71uaxR2Hq","6","5","3","119","17","1","0"
"RT @ FloydMayweather: http://t.co/04ap4spuzU #Canada #Philippines http://t.co/qcsM5XKkD5","6","1","0","88","12","2","0"
"【#USGS #Breaking】 M 1.4, 68km NNW di Nikiski, Alaska http://t.co/YykpJ67z #PastHour # 14 #earthquake #tsunami #prayfromjapan","12","4","0","128","19","6","0"
"RT @NewEarthquake: Revisionato (7,9 -&gt; 7,6): 7,6 terremoto, Costa Rica. 5 settembre 8:42 all&#39;epicentro (24m, 60km SSE della Liberia, profondità 4 ...","12","1","0","157","27","0","1"
"I soccorritori perlustrano le rovine dopo che il crollo del Bangladesh ha ucciso 244: http://t.co/npVXGDWTyK","4","3","0","108","18","0","1"
"RT @x_WhosThatGirl: Western allegria! #helicopter #homecoming #cheerleaders https://t.co/xofGnd8aRU","9","1","0","99","11","3","0"
"&quot;@LAFDtalk: salva il naso e le dita! NON stare su una porta durante un #earthquake - Drop, Cover &amp; Hold On @mstambouli","10","2","0","127","22","1","0"
"RT @NewEarthquake: 7.9 terremoto, al largo della costa della Costa Rica. 5 settembre 8:42 all&#39;epicentro (6m, 83km S della Liberia, profondità 46 km). http: ...","13","3","0","164","28","0","1"
"RT @xavierlur: AMAZING &amp; TIMELY annuncio di Cadbury #sghaze #hazelnut http://t.co/cWDcT9x8Gu","8","2","0","96","14","2","0"
"Ok, è decisamente ora di ricominciare a investire la NASA. #RussianMeteor","2","4","0","74","10","1","0"
"Il randt di @AdamBandt riassume la mentalità dell&#39;elettore #green. #auspol #nswfires Pls RT Cheers http://t.co/ULXjZqnLw0","7","3","0","126","20","3","0"
"FUTURE RT: @IMDbTV Mad Momma Tsarnaev eliminata da Celebrity Apprentice, afferma che lo spettacolo è truccato","8","4","0","110","15","0","0"
"RT @alanmcallister_: #Clutha #Rangers http://t.co/bBLv7HKNt6","5","2","0","60","8","2","0"
"RT @DenverChannel: 30 ponti autostradali statali distrutti, 20 danneggiati - @ ColoradoDOT&#39;s Amy Ford (valutazione parziale) #COFlood #BreakingNews","11","3","0","151","18","2","1"
"Il bollettino STV del 1805 riunirà tutti gli elementi della tragica storia di #Clutha dal vivo.","6","2","0","96","16","1","1"
"DTN Taiwan: muore in piena l&#39;uomo taiwanese in vacanza da lavoro in Australia: Taipei, 30 gen. (CNA) Un uomo taiwanese ... http://t.co/bpXzC77n","10","2","0","147","26","0","1"
"RT @brucemills: avvisi in diretta da Qld Gov sull&#39;attuale emergenza disponibili su http://t.co/MCAP1pQF #bigwet #qldflood #tornado","7","4","0","134","21","3","1"
"RT @weatherchannel: RT @twc_hurricane: immagini spettacolari di Super #Typhoon #Bopha dalla Stazione Spaziale Internazionale via @NASAHurricane: htt ...","11","1","0","152","17","2","1"
"Incendio spontaneo in Colorado: i Venti frustano le fiamme; 32.000 ordinati per evacuare http://t.co/snPcmoSc","4","2","1","109","18","0","1"
"RT @BMW_LifeMorals: l&#39;amore è reale e dobbiamo fare tutto il possibile per mantenerlo in vita. - Topanga Lawrence #lifemorals #PrayforBoston","8","3","0","145","20","2","1"
"Lei è! una leggenda il suo lavoro è fantastico. #santamaria http://t.co/Fz3qe5qT","3","3","1","82","12","1","0"
"Sembra che ero ottimista ad afferrare un cesto a Woolworths, non molto altro a parte le ciambelle e le torte congelate #bigwet #Rocky","6","4","2","133","23","2","0"
"RT @nzherald: gli ultimi aggiornamenti sulle inondazioni in Australia: http://t.co/0b79YcEo","5","0","0","91","13","0","1"
"Trascorso del tempo con il fratello! #puzzle #helicopter #plane #potd #instadaily http://t.co/GgdK4NmlNk","3","5","0","104","15","5","0"
"#prayforboston i miei pensieri e le mie preghiere escono per coloro che sono rimasti feriti nell&#39;attentato","3","5","2","110","18","1","1"
"Punteggi morti nel crollo del Bangladesh http://t.co/VGeHN6m0p4","5","1","0","63","10","0","1"
"#bigwet #Djokovic http://t.co/MKlUmgiA Wtf !!! - Amiamo questo tipo di","4","2","0","70","11","2","0"
"RT @csmonitor: terremoto in Italia: gli edifici moderni, non quelli antichi, rappresentano la più grande minaccia http://t.co/6GMDcMP4","6","2","1","135","20","0","1"
"La polizia scozzese dice che un numero di vittime nel crollo dell&#39;elicottero, alcune in trappola http://t.co/l90h3DoaMD #NEWS","8","1","1","129","22","1","1"
"Boletín Nº1 NOAA-PTWC para el Mar Caribe 5-sep-2012 Wide Tsunami Watch in Effect #sismo #earthquake http://t.co/i20y2BQn","13","2","0","122","24","2","1"
"Alex Salmond Moron, ovviamente, deve fare un salto e ottenere un pochino di pubblicità, mi fa incazzare #SNP #Scotland #Glasgow #Helicopter #crash","11","7","1","147","22","5","1"
"#deprem M 1.1, Southern California: 12 settembre 2012 10:05:02 GMT http://t.co/x5TDnAkI #earthquake","5","3","0","99","18","2","0"
"#Notizie dal mondo! 15 temuti morti e 100 persone potrebbero essere #missing in #Guatemala dopo #quake http://t.co/uHNST8Dz","8","3","2","123","20","4","1"
"RT @MeetAnimals: un cane ha rischiato la vita per salvare una cucciolata di gattini appena nati da un incendio a Melbourne, in Australia. http://t.co/kSJkp...","8","4","0","158","27","0","1"
"@ Devon_Robbins1 okay bene perché il signore sa se guido l&#39;elicottero si bloccherà e brucerà","2","5","1","99","16","0","0"
"@cospringsnews Notizie, persone, foto, roba di Colorado Springs. Per lo più notizie. Mantenuto leggermente da @denverpostjoe","8","2","0","125","16","0","0"
"Meteora o cavallo di Troia extraterrestre che trasporta un mortale virus spaziale per spazzare via la terra? LA RUSSIA TI AMO!","8","2","1","126","21","0","0"
"RT @earthquake: #earthquake M 5.0, a sud delle Isole Marianne 11 settembre 2012 20:52:06 UTC http://t.co/3fQ9vjjb","9","2","0","113","22","1","0"
"RT @ABSCBNNews: Se stai cercando qualcuno sfollato a causa di #YolandaPH, vai a: http://t.co/ih5xwlIQlM Per donare: http://t.co/l...","5","6","1","132","23","1","1"
"#Earthquake #EMSC M 4.5 KARULAUAN BABAR, INDONESIA: Magnitude M 4.5Region KEPULAUAN BABAR, INDONES ... http://t.co/6EAiC1Eo #Tameemi","13","3","0","132","20","3","0"
"RT @ 7NewsBrisbane: Attenti sulle strade attorno a Burnett Highway; lo spettatore Jackie Bolsover ha scattato questa foto sulla strada per Biloela. #qldfloods ...","13","2","1","162","22","1","1"
"#rescueph Almeno ora tutto è pratico! http://t.co/0qOgodyo","1","3","1","59","9","1","0"
"Fortunatamente mia madre non mi permetteva di studiare nel Queensland, altrimenti sarei potuta rimanere bloccata nel diluvio?","4","5","1","125","17","0","1"
"LC9 e Lunafly al loro fanmeet. # LC9 #Lunafly #LukieBeat #fanmeet #Philippines http://t.co/Fn3is2sCdi","7","4","0","101","15","5","0"
"Leoni, tigri, orsi si crogiolano nell&#39;acqua piovana nel santuario della fauna selvatica del Colorado - The Denver Post http://t.co/ChEwbAmB02 via @denverpost #coflood","7","3","1","170","26","1","1"
"RT @geekygoo: @GameofThrones I Love the Fourth of July! Posso vedere il #wildfire dall&#39;altra parte della strada!","7","4","0","116","19","1","0"
"Entra e esplora quello che faccio :) http://t.co/RRLWhiad #qldfloods","1","4","2","68","11","1","0"
"@tobeymonster Bangladesh crolla il bilancio delle vittime 362: SAVAR, Bangladesh (AP) - I soccorritori del Bangladesh domenica lo ... @ lifestr3am","10","2","1","146","18","0","1"
"RT @RT_com: #RussianMeteor non ha nulla a che fare con l&#39;asteroide # 14 del 2012, come alcuni scienziati hanno suggerito in precedenza: http: / ...","6","6","1","151","24","2","1"
"Gli sconosciuti aprono case alle vittime delle inondazioni di Calgary su Kijiji: come foto scioccanti del danno provocato dalle inondazioni in ... http://t.co/k9A7zbThwv","10","3","0","169","25","0","1"
"RT @BreakingNews: l&#39;intero tsunami in tutto il mondo ha effetto dopo il terremoto del Costa Rica, Pacific Tsunami Warning Center dice - @Reuters #lgf # p2","13","5","0","158","26","2","1"
"Consegnato alcuni #bakedrelief a #daisyhill #ses così bello da vedere i sorrisi sui loro volti &lt;3 #bigwet #qldfloods","3","7","3","120","19","5","1"
